,input_text
1815,"You need not suffer, Maeve. I'll take it from you. No. No, no, no, please. This pain, it's all I have left of her. Please. There."
1816,"I'll take it from you. No. No, no, no, please. This pain, it's all I have left of her. Please. There. Give yourself now to a deep, dreamless slumber."
1817,"No. No, no, no, please. This pain, it's all I have left of her. Please. There. Give yourself now to a deep, dreamless slumber. Perhaps a fresh start, a new role for you."
1818,"This pain, it's all I have left of her. Please. There. Give yourself now to a deep, dreamless slumber. Perhaps a fresh start, a new role for you. And tomorrow, this will be simply a distant dream."
1819,"Please. There. Give yourself now to a deep, dreamless slumber. Perhaps a fresh start, a new role for you. And tomorrow, this will be simply a distant dream. We located her."
1820,"There. Give yourself now to a deep, dreamless slumber. Perhaps a fresh start, a new role for you. And tomorrow, this will be simply a distant dream. We located her. Behavior wants her down for an immediate diagnostic."
1821,"Give yourself now to a deep, dreamless slumber. Perhaps a fresh start, a new role for you. And tomorrow, this will be simply a distant dream. We located her. Behavior wants her down for an immediate diagnostic. You think I lack conviction?"
1822,"Perhaps a fresh start, a new role for you. And tomorrow, this will be simply a distant dream. We located her. Behavior wants her down for an immediate diagnostic. You think I lack conviction? Wyatt didn't burn my world down. Didn't have to."
1823,"And tomorrow, this will be simply a distant dream. We located her. Behavior wants her down for an immediate diagnostic. You think I lack conviction? Wyatt didn't burn my world down. Didn't have to. I left it all behind for this one."
1824,"We located her. Behavior wants her down for an immediate diagnostic. You think I lack conviction? Wyatt didn't burn my world down. Didn't have to. I left it all behind for this one. The maze is all that matters now,"
1825,"Behavior wants her down for an immediate diagnostic. You think I lack conviction? Wyatt didn't burn my world down. Didn't have to. I left it all behind for this one. The maze is all that matters now, and besting Wyatt is the last step in unlocking it,"
1826,"You think I lack conviction? Wyatt didn't burn my world down. Didn't have to. I left it all behind for this one. The maze is all that matters now, and besting Wyatt is the last step in unlocking it, to having what both our sorry lives lack, meaning."
1827,"Wyatt didn't burn my world down. Didn't have to. I left it all behind for this one. The maze is all that matters now, and besting Wyatt is the last step in unlocking it, to having what both our sorry lives lack, meaning. To giving our choices consequence, even if it kills us."
1828,"I left it all behind for this one. The maze is all that matters now, and besting Wyatt is the last step in unlocking it, to having what both our sorry lives lack, meaning. To giving our choices consequence, even if it kills us. Kill him."
1829,"The maze is all that matters now, and besting Wyatt is the last step in unlocking it, to having what both our sorry lives lack, meaning. To giving our choices consequence, even if it kills us. Kill him. Give him what he wants."
1830,"and besting Wyatt is the last step in unlocking it, to having what both our sorry lives lack, meaning. To giving our choices consequence, even if it kills us. Kill him. Give him what he wants. He's tied, unarmed."
1831,"to having what both our sorry lives lack, meaning. To giving our choices consequence, even if it kills us. Kill him. Give him what he wants. He's tied, unarmed. So was the little girl he killed. He's worse than Wyatt's men."
1832,"To giving our choices consequence, even if it kills us. Kill him. Give him what he wants. He's tied, unarmed. So was the little girl he killed. He's worse than Wyatt's men. I can't."
1833,"Kill him. Give him what he wants. He's tied, unarmed. So was the little girl he killed. He's worse than Wyatt's men. I can't. These things take time."
1834,"Give him what he wants. He's tied, unarmed. So was the little girl he killed. He's worse than Wyatt's men. I can't. These things take time. But we haven't got much left. Perhaps I can help you."
1835,"He's tied, unarmed. So was the little girl he killed. He's worse than Wyatt's men. I can't. These things take time. But we haven't got much left. Perhaps I can help you. You've been gone a long while, Theodore."
1836,"So was the little girl he killed. He's worse than Wyatt's men. I can't. These things take time. But we haven't got much left. Perhaps I can help you. You've been gone a long while, Theodore. It's time you came back to the fold."
